source,reservation_id,cost,seats,reservation_confirmed,reservation_finished,reservation_created_at,client_id,res_trip_id,stop_id,successfully_charged,reservation_active,pickup_stop_id,trip_id,trip_month,trip_week,trip_day,trip_period,trip_itinerary,trip_seat_inventory,van_id,seat_price,route_name,route_active,km_google,line_name,trip_cpt,client_first_reservation,client_prev_reservation,client_next_reservation,client_last_reservation,days_between_purchases,client_trip_number,client_first_trip,client_prev_trip,client_next_trip,client_last_trip,days_between_trips,res_to_trip_days,client_first_route,client_prev_route,client_next_route,client_last_route
App,2688281,190,1,TRUE,FALSE,26/04/21 00:43,92983,511034,17753,TRUE,TRUE,17750,511034,1/4/2021 0:00,26/04/21 00:00,26/04/21 00:00,1/4/2021 0:00,7:10:00,20,829,190,Querétaro - CDMX,TRUE,230.76,Querétaro - CDMX,1264.2,1/12/2020 21:43,8/4/2021 23:38,26/04/21 13:06,13/05/21 16:07,17.0450267,12,2/12/2020 7:10,9/4/2021 13:30,26/04/21 15:00,14/05/21 15:00,16.73611111,0.268614596,Querétaro - CDMX,Querétaro - CDMX,CDMX - Querétaro,Querétaro - CDMX
App,2688595,260,1,TRUE,FALSE,26/04/21 13:06,92983,511011,17745,TRUE,TRUE,17742,511011,1/4/2021 0:00,26/04/21 00:00,26/04/21 00:00,1/4/2021 0:00,15:00:00,20,901,260,CDMX - Querétaro,TRUE,231.19,Querétaro - CDMX,1264.2,1/12/2020 21:43,26/04/21 00:43,13/05/21 16:07,13/05/21 16:07,0.516339298,13,2/12/2020 7:10,26/04/21 07:10,14/05/21 15:00,14/05/21 15:00,0.326388889,0.078664187,Querétaro - CDMX,Querétaro - CDMX,Querétaro - CDMX,CDMX - Querétaro
App,2682623,260,1,TRUE,FALSE,16/04/21 18:19,94864,506470,17133,TRUE,TRUE,17127,506470,1/4/2021 0:00,12/4/2021 0:00,16/04/21 00:00,1/4/2021 0:00,19:35:00,20,829,260,CDMX - Querétaro,TRUE,231.19,Querétaro - CDMX,1264.2,9/10/2020 23:10,8/3/2021 10:55,18/04/21 12:22,8/5/2021 13:23,39.30824107,15,10/10/2020 9:45,8/3/2021 16:00,18/04/21 18:55,8/5/2021 17:15,39.14930556,0.052213746,CDMX - Querétaro,Querétaro - CDMX,Querétaro - CDMX,CDMX - Querétaro
App,2683259,165,1,TRUE,FALSE,18/04/21 12:22,94864,504875,17140,TRUE,TRUE,17134,504875,1/4/2021 0:00,12/4/2021 0:00,18/04/21 00:00,1/4/2021 0:00,18:55:00,20,406,165,Querétaro - CDMX,TRUE,230.76,Querétaro - CDMX,1280,9/10/2020 23:10,16/04/21 18:19,30/04/21 16:32,8/5/2021 13:23,1.752191475,16,10/10/2020 9:45,16/04/21 19:35,30/04/21 17:30,8/5/2021 17:15,1.972222222,0.272244493,CDMX - Querétaro,CDMX - Querétaro,CDMX - Querétaro,Querétaro - CDMX
App,2691748,260,1,TRUE,FALSE,30/04/21 16:32,94864,513944,17747,TRUE,TRUE,17741,513944,1/4/2021 0:00,26/04/21 00:00,30/04/21 00:00,1/4/2021 0:00,17:30:00,20,511,260,CDMX - Querétaro,TRUE,231.19,Querétaro - CDMX,1275,9/10/2020 23:10,18/04/21 12:22,8/5/2021 13:23,8/5/2021 13:23,12.17323031,17,10/10/2020 9:45,18/04/21 18:55,8/5/2021 17:15,8/5/2021 17:15,11.94097222,0.039986404,CDMX - Querétaro,Querétaro - CDMX,Querétaro - CDMX,CDMX - Querétaro
App,2679448,210,1,TRUE,FALSE,12/4/2021 15:33,104824,503072,17140,TRUE,TRUE,17136,503072,1/4/2021 0:00,12/4/2021 0:00,12/4/2021 0:00,1/4/2021 0:00,19:15:00,13,100,210,Querétaro - CDMX,TRUE,230.76,Querétaro - CDMX,1390.2,12/4/2021 15:33,,13/04/21 10:51,13/04/21 10:51,,1,12/4/2021 19:15,,13/04/21 11:20,13/04/21 11:20,,0.153583789,Querétaro - CDMX,,CDMX - Querétaro,Querétaro - CDMX
App,2680074,180,1,TRUE,FALSE,13/04/21 10:51,104824,503874,17131,TRUE,TRUE,17127,503874,1/4/2021 0:00,12/4/2021 0:00,13/04/21 00:00,1/4/2021 0:00,11:20:00,20,511,180,CDMX - Querétaro,TRUE,231.19,Querétaro - CDMX,1275,12/4/2021 15:33,12/4/2021 15:33,,13/04/21 10:51,0.804254105,2,12/4/2021 19:15,12/4/2021 19:15,,13/04/21 11:20,0.670138889,0.019468573,Querétaro - CDMX,Querétaro - CDMX,,CDMX - Querétaro
App,2677824,195,1,FALSE,FALSE,9/4/2021 13:54,116717,500953,16107,TRUE,TRUE,16101,500953,1/4/2021 0:00,5/4/2021 0:00,9/4/2021 0:00,1/4/2021 0:00,15:00:00,18,512,195,Querétaro - CDMX,TRUE,230.76,Querétaro - CDMX,1137.0375,29/10/20 16:46,5/3/2021 13:52,13/04/21 16:26,13/04/21 16:26,35.00135855,8,29/10/20 18:00,7/3/2021 11:30,16/04/21 11:20,16/04/21 11:20,33.14583333,0.045299759,CDMX - Querétaro,CDMX - Querétaro,CDMX - Querétaro,Querétaro - CDMX
App,2680265,175,1,TRUE,FALSE,13/04/21 16:26,116717,504013,17133,TRUE,TRUE,17127,504013,1/4/2021 0:00,12/4/2021 0:00,16/04/21 00:00,1/4/2021 0:00,11:20:00,18,512,175,CDMX - Querétaro,TRUE,231.19,Querétaro - CDMX,1137.0375,29/10/20 16:46,9/4/2021 13:54,,13/04/21 16:26,4.105494794,9,29/10/20 18:00,9/4/2021 15:00,,16/04/21 11:20,6.847222222,2.787027187,CDMX - Querétaro,Querétaro - CDMX,,CDMX - Querétaro
App,2684520,214,2,TRUE,FALSE,20/04/21 07:33,116958,509425,17770,TRUE,TRUE,17766,509425,1/4/2021 0:00,19/04/21 00:00,24/04/21 00:00,1/4/2021 0:00,5:30:00,20,822,107,CDMX - Tepoztlán - Cuernavaca,TRUE,120.47,Cuernavaca - CDMX,768,20/04/21 07:33,,29/04/21 15:37,29/04/21 15:37,,1,24/04/21 05:30,,1/5/2021 5:00,1/5/2021 5:00,,3.913963364,CDMX - Tepoztlán - Cuernavaca,,CDMX - Querétaro,CDMX - Tepoztlán - Cuernavaca
App,2674590,175,1,TRUE,FALSE,4/4/2021 19:29,118828,494960,16106,TRUE,TRUE,16101,494960,1/4/2021 0:00,5/4/2021 0:00,5/4/2021 0:00,1/4/2021 0:00,11:00:00,20,901,175,Querétaro - CDMX,TRUE,230.76,Querétaro - CDMX,1264.2,23/02/21 11:57,21/03/21 11:54,13/04/21 13:38,18/04/21 21:49,14.3158824,5,27/02/21 09:00,22/03/21 06:20,17/04/21 10:00,19/04/21 16:00,14.19444444,0.64641954,CDMX - Querétaro,Querétaro - CDMX,CDMX - Querétaro,Querétaro - CDMX
App,2680127,210,1,TRUE,FALSE,13/04/21 13:38,118828,507268,17133,TRUE,TRUE,17128,507268,1/4/2021 0:00,12/4/2021 0:00,17/04/21 00:00,1/4/2021 0:00,10:00:00,20,511,210,CDMX - Querétaro,TRUE,231.19,Querétaro - CDMX,1275,23/02/21 11:57,4/4/2021 19:29,18/04/21 21:49,18/04/21 21:49,8.756660689,6,27/02/21 09:00,5/4/2021 11:00,19/04/21 16:00,19/04/21 16:00,11.95833333,3.848092185,CDMX - Querétaro,Querétaro - CDMX,Querétaro - CDMX,CDMX - Querétaro
App,2683489,260,1,TRUE,FALSE,18/04/21 21:49,118828,505824,17139,TRUE,TRUE,17134,505824,1/4/2021 0:00,19/04/21 00:00,19/04/21 00:00,1/4/2021 0:00,16:00:00,20,829,260,Querétaro - CDMX,TRUE,230.76,Querétaro - CDMX,1264.2,23/02/21 11:57,13/04/21 13:38,,18/04/21 21:49,5.341036241,7,27/02/21 09:00,17/04/21 10:00,,19/04/21 16:00,2.25,0.757055944,CDMX - Querétaro,CDMX - Querétaro,,Querétaro - CDMX
App,2674541,210,1,TRUE,FALSE,4/4/2021 18:40,121161,490897,16105,TRUE,TRUE,16102,490897,1/4/2021 0:00,29/03/21 00:00,4/4/2021 0:00,1/4/2021 0:00,19:15:00,13,909,210,Querétaro - CDMX,TRUE,230.76,Querétaro - CDMX,1275,28/01/21 10:12,26/03/21 21:39,9/4/2021 21:41,14/05/21 20:27,8.87595247,8,28/01/21 17:30,27/03/21 07:00,10/4/2021 7:00,15/05/21 07:00,8.510416667,0.023768435,CDMX - Querétaro,CDMX - Querétaro,CDMX - Querétaro,Querétaro - CDMX
App,2678158,180,1,TRUE,FALSE,9/4/2021 21:41,121161,498574,16099,TRUE,TRUE,16096,498574,1/4/2021 0:00,5/4/2021 0:00,10/4/2021 0:00,1/4/2021 0:00,7:00:00,20,901,180,CDMX - Querétaro,TRUE,231.19,Querétaro - CDMX,1264.2,28/01/21 10:12,4/4/2021 18:40,11/4/2021 18:48,14/05/21 20:27,5.125757536,9,28/01/21 17:30,4/4/2021 19:15,11/4/2021 19:15,15/05/21 07:00,5.489583333,0.387594232,CDMX - Querétaro,Querétaro - CDMX,Querétaro - CDMX,CDMX - Querétaro
App,2678929,210,1,TRUE,FALSE,11/4/2021 18:48,121161,500913,16105,TRUE,TRUE,16102,500913,1/4/2021 0:00,5/4/2021 0:00,11/4/2021 0:00,1/4/2021 0:00,19:15:00,13,100,210,Querétaro - CDMX,TRUE,230.76,Querétaro - CDMX,1390.2,28/01/21 10:12,9/4/2021 21:41,23/04/21 20:35,14/05/21 20:27,1.879657047,10,28/01/21 17:30,10/4/2021 7:00,24/04/21 07:00,15/05/21 07:00,1.510416667,0.018353852,CDMX - Querétaro,CDMX - Querétaro,CDMX - Querétaro,Querétaro - CDMX
App,2687370,260,1,TRUE,FALSE,23/04/21 20:35,121161,509419,17746,TRUE,TRUE,17743,509419,1/4/2021 0:00,19/04/21 00:00,24/04/21 00:00,1/4/2021 0:00,7:00:00,20,901,260,CDMX - Querétaro,TRUE,231.19,Querétaro - CDMX,1264.2,28/01/21 10:12,11/4/2021 18:48,1/5/2021 5:51,14/05/21 20:27,12.07403501,11,28/01/21 17:30,11/4/2021 19:15,1/5/2021 7:00,15/05/21 07:00,12.48958333,0.433902176,CDMX - Querétaro,Querétaro - CDMX,CDMX - Querétaro,CDMX - Querétaro
App,2673746,360,2,TRUE,FALSE,2/4/2021 17:53,121601,492232,16106,TRUE,TRUE,16101,492232,1/4/2021 0:00,29/03/21 00:00,2/4/2021 0:00,1/4/2021 0:00,19:00:00,20,901,180,Querétaro - CDMX,TRUE,230.76,Querétaro - CDMX,1264.2,2/4/2021 17:53,,3/4/2021 10:30,3/4/2021 10:30,,1,2/4/2021 19:00,,4/4/2021 16:40,4/4/2021 16:40,,0.046357998,Querétaro - CDMX,,CDMX - Querétaro,Querétaro - CDMX
App,2673984,390,2,TRUE,FALSE,3/4/2021 10:30,121601,497385,16098,TRUE,TRUE,16095,497385,1/4/2021 0:00,29/03/21 00:00,4/4/2021 0:00,1/4/2021 0:00,16:40:00,20,511,195,CDMX - Querétaro,TRUE,231.19,Querétaro - CDMX,1275,2/4/2021 17:53,2/4/2021 17:53,,3/4/2021 10:30,0.692857588,2,2/4/2021 19:00,2/4/2021 19:00,,4/4/2021 16:40,1.902777778,1.256278188,Querétaro - CDMX,Querétaro - CDMX,,CDMX - Querétaro
App,2682367,130,1,TRUE,FALSE,16/04/21 11:00,123519,504057,17149,TRUE,TRUE,17145,504057,1/4/2021 0:00,12/4/2021 0:00,17/04/21 00:00,1/4/2021 0:00,10:15:00,20,236,130,CDMX - Tepoztlán - Cuernavaca,TRUE,120.47,Cuernavaca - CDMX,1075,9/3/2021 16:23,13/03/21 07:58,16/04/21 11:04,16/05/21 18:13,34.12616568,3,13/03/21 10:30,13/03/21 21:00,18/04/21 16:00,16/05/21 19:45,34.55208333,0.968669092,CDMX - Tepoztlán - Cuernavaca,Cuernavaca - Tepoztlán - CDMX ,Cuernavaca - Tepoztlán - CDMX ,CDMX - Tepoztlán - Cuernavaca
App,2682371,130,1,TRUE,FALSE,16/04/21 11:04,123519,507297,17114,TRUE,TRUE,17110,507297,1/4/2021 0:00,12/4/2021 0:00,18/04/21 00:00,1/4/2021 0:00,16:00:00,20,822,130,Cuernavaca - Tepoztlán - CDMX ,TRUE,120.25,Cuernavaca - CDMX,768,9/3/2021 16:23,16/04/21 11:00,15/05/21 11:36,16/05/21 18:13,0.003146545,4,13/03/21 10:30,17/04/21 10:15,15/05/21 13:00,16/05/21 19:45,1.239583333,2.205105881,CDMX - Tepoztlán - Cuernavaca,CDMX - Tepoztlán - Cuernavaca,CDMX - Tepoztlán - Cuernavaca,Cuernavaca - Tepoztlán - CDMX 
App,2673741,200,1,TRUE,FALSE,2/4/2021 17:41,124113,492195,16105,TRUE,TRUE,16103,492195,1/4/2021 0:00,29/03/21 00:00,2/4/2021 0:00,1/4/2021 0:00,17:30:00,20,406,200,Querétaro - CDMX,TRUE,230.76,Querétaro - CDMX,1280,2/4/2021 17:41,,4/4/2021 15:49,9/5/2021 13:47,,1,2/4/2021 17:30,,4/4/2021 15:15,9/5/2021 13:30,,-0.008195865,Querétaro - CDMX,,CDMX - Querétaro,Querétaro - CDMX
App,2674449,210,1,TRUE,FALSE,4/4/2021 15:49,124113,493935,16098,TRUE,TRUE,16096,493935,1/4/2021 0:00,29/03/21 00:00,4/4/2021 0:00,1/4/2021 0:00,15:15:00,20,406,210,CDMX - Querétaro,TRUE,231.19,Querétaro - CDMX,1280,2/4/2021 17:41,2/4/2021 17:41,10/4/2021 18:58,9/5/2021 13:47,1.921838857,2,2/4/2021 17:30,2/4/2021 17:30,10/4/2021 19:00,9/5/2021 13:30,1.90625,-0.023784723,Querétaro - CDMX,Querétaro - CDMX,Querétaro - CDMX,CDMX - Querétaro
App,2678554,180,1,TRUE,FALSE,10/4/2021 18:58,124113,498541,16107,TRUE,TRUE,16103,498541,1/4/2021 0:00,5/4/2021 0:00,10/4/2021 0:00,1/4/2021 0:00,19:00:00,20,901,180,Querétaro - CDMX,TRUE,230.76,Querétaro - CDMX,1264.2,2/4/2021 17:41,4/4/2021 15:49,24/04/21 09:57,9/5/2021 13:47,6.131690309,3,2/4/2021 17:30,4/4/2021 15:15,24/04/21 09:30,9/5/2021 13:30,6.15625,0.000774968,Querétaro - CDMX,CDMX - Querétaro,Querétaro - CDMX,Querétaro - CDMX
App,2687610,185,1,TRUE,FALSE,24/04/21 09:57,124113,512556,17752,TRUE,TRUE,17750,512556,1/4/2021 0:00,19/04/21 00:00,24/04/21 00:00,1/4/2021 0:00,9:30:00,20,829,185,Querétaro - CDMX,TRUE,230.76,Querétaro - CDMX,1264.2,2/4/2021 17:41,10/4/2021 18:58,25/04/21 18:49,9/5/2021 13:47,13.62399705,4,2/4/2021 17:30,10/4/2021 19:00,25/04/21 18:50,9/5/2021 13:30,13.60416667,-0.019055419,Querétaro - CDMX,Querétaro - CDMX,CDMX - Querétaro,Querétaro - CDMX
App,2688163,175,1,TRUE,FALSE,25/04/21 18:49,124113,510219,17745,TRUE,TRUE,17743,510219,1/4/2021 0:00,19/04/21 00:00,25/04/21 00:00,1/4/2021 0:00,18:50:00,20,829,175,CDMX - Querétaro,TRUE,231.19,Querétaro - CDMX,1264.2,2/4/2021 17:41,24/04/21 09:57,7/5/2021 19:15,9/5/2021 13:47,1.369388599,5,2/4/2021 17:30,24/04/21 09:30,7/5/2021 19:00,9/5/2021 13:30,1.388888889,0.00044487,Querétaro - CDMX,Querétaro - CDMX,Querétaro - CDMX,CDMX - Querétaro
App,2678212,210,1,TRUE,FALSE,10/4/2021 1:37,124747,490859,16098,TRUE,TRUE,16094,490859,1/4/2021 0:00,5/4/2021 0:00,10/4/2021 0:00,1/4/2021 0:00,10:30:00,20,387,210,CDMX - Querétaro,TRUE,231.19,Querétaro - CDMX,1275,10/4/2021 1:37,,,10/4/2021 1:37,,1,10/4/2021 10:30,,,10/4/2021 10:30,,0.369623078,CDMX - Querétaro,,,CDMX - Querétaro
App,2681372,260,1,TRUE,FALSE,15/04/21 01:43,126014,504726,17140,TRUE,TRUE,17136,504726,1/4/2021 0:00,12/4/2021 0:00,15/04/21 00:00,1/4/2021 0:00,6:50:00,18,512,260,Querétaro - CDMX,TRUE,230.76,Querétaro - CDMX,1137.0375,15/04/21 01:43,,16/04/21 21:18,21/05/21 21:24,,1,15/04/21 06:50,,17/04/21 07:00,22/05/21 10:00,,0.213096144,Querétaro - CDMX,,CDMX - Querétaro,Querétaro - CDMX
App,2682692,260,1,TRUE,FALSE,16/04/21 21:18,126014,504095,17131,TRUE,TRUE,17127,504095,1/4/2021 0:00,12/4/2021 0:00,17/04/21 00:00,1/4/2021 0:00,7:00:00,20,901,260,CDMX - Querétaro,TRUE,231.19,Querétaro - CDMX,1264.2,15/04/21 01:43,15/04/21 01:43,20/05/21 13:42,21/05/21 21:24,1.816059775,2,15/04/21 06:50,15/04/21 06:50,21/05/21 06:20,22/05/21 10:00,2.006944444,0.403980813,Querétaro - CDMX,Querétaro - CDMX,Querétaro - CDMX,CDMX - Querétaro
App,2673300,107,1,TRUE,FALSE,1/4/2021 11:35,127951,494968,16586,TRUE,TRUE,16583,494968,1/4/2021 0:00,5/4/2021 0:00,5/4/2021 0:00,1/4/2021 0:00,6:00:00,20,821,107,Cuernavaca - Tepoztlán - CDMX ,TRUE,120.25,Cuernavaca - CDMX,816,17/01/21 12:47,29/03/21 10:18,20/04/21 15:41,8/5/2021 11:36,3.053603145,3,18/01/21 08:00,31/03/21 16:00,23/04/21 18:40,8/5/2021 13:00,4.583333333,3.767099695,Cuernavaca - Tepoztlán - CDMX ,CDMX - Tepoztlán - Cuernavaca,CDMX - Tepoztlán - Cuernavaca,Cuernavaca - Tepoztlán - CDMX 
App,2684686,130,1,TRUE,FALSE,20/04/21 15:41,127951,508620,17768,TRUE,TRUE,17765,508620,1/4/2021 0:00,19/04/21 00:00,23/04/21 00:00,1/4/2021 0:00,18:40:00,20,822,131,CDMX - Tepoztlán - Cuernavaca,TRUE,120.47,Cuernavaca - CDMX,768,17/01/21 12:47,1/4/2021 11:35,8/5/2021 11:36,8/5/2021 11:36,19.17098506,4,18/01/21 08:00,5/4/2021 6:00,8/5/2021 13:00,8/5/2021 13:00,18.52777778,3.123892415,Cuernavaca - Tepoztlán - CDMX ,Cuernavaca - Tepoztlán - CDMX ,CDMX - Tepoztlán - Cuernavaca,CDMX - Tepoztlán - Cuernavaca
App,2674353,107,1,TRUE,FALSE,4/4/2021 12:04,131786,493954,16579,TRUE,TRUE,16573,493954,1/4/2021 0:00,29/03/21 00:00,4/4/2021 0:00,1/4/2021 0:00,13:00:00,20,822,107,CDMX - Tepoztlán - Cuernavaca,TRUE,120.47,Cuernavaca - CDMX,768,21/01/21 11:09,2/4/2021 15:26,8/4/2021 16:14,20/05/21 18:04,1.859510727,16,22/01/21 14:00,4/4/2021 8:00,10/4/2021 7:00,20/05/21 19:35,0.208333333,0.038837278,Cuernavaca - Tepoztlán - CDMX ,Querétaro - CDMX,CDMX - Querétaro,CDMX - Tepoztlán - Cuernavaca
App,2678974,214,2,TRUE,FALSE,11/4/2021 19:40,131786,500241,17114,TRUE,TRUE,17108,500241,1/4/2021 0:00,12/4/2021 0:00,12/4/2021 0:00,1/4/2021 0:00,8:00:00,20,822,107,Cuernavaca - Tepoztlán - CDMX ,TRUE,120.25,Cuernavaca - CDMX,768,21/01/21 11:09,8/4/2021 16:14,14/04/21 12:00,20/05/21 18:04,3.143136517,18,22/01/21 14:00,10/4/2021 7:00,14/04/21 12:00,20/05/21 19:35,2.041666667,0.513597169,Cuernavaca - Tepoztlán - CDMX ,CDMX - Querétaro,CDMX - Querétaro,Cuernavaca - Tepoztlán - CDMX 
App,2682932,130,1,TRUE,FALSE,17/04/21 13:31,131786,504872,17151,TRUE,TRUE,17145,504872,1/4/2021 0:00,12/4/2021 0:00,18/04/21 00:00,1/4/2021 0:00,16:15:00,20,236,130,CDMX - Tepoztlán - Cuernavaca,TRUE,120.47,Cuernavaca - CDMX,1075,21/01/21 11:09,17/04/21 13:28,27/04/21 06:41,20/05/21 18:04,0.001554886,21,22/01/21 14:00,18/04/21 11:40,27/04/21 07:40,20/05/21 19:35,0.190972222,1.113788559,Cuernavaca - Tepoztlán - CDMX ,Querétaro - CDMX,Querétaro - CDMX,CDMX - Tepoztlán - Cuernavaca
App,2689281,131,1,TRUE,FALSE,27/04/21 09:28,131786,511857,17770,TRUE,TRUE,17765,511857,1/4/2021 0:00,26/04/21 00:00,27/04/21 00:00,1/4/2021 0:00,12:00:00,20,822,131,CDMX - Tepoztlán - Cuernavaca,TRUE,120.47,Cuernavaca - CDMX,768,21/01/21 11:09,27/04/21 06:41,13/05/21 14:46,20/05/21 18:04,0.115669004,23,22/01/21 14:00,27/04/21 07:40,13/05/21 16:00,20/05/21 19:35,0.180555556,0.105464866,Cuernavaca - Tepoztlán - CDMX ,Querétaro - CDMX,Cuernavaca - Tepoztlán - CDMX ,CDMX - Tepoztlán - Cuernavaca
App,2673705,360,2,TRUE,FALSE,2/4/2021 15:26,131786,496045,16106,TRUE,TRUE,16101,496045,1/4/2021 0:00,29/03/21 00:00,4/4/2021 0:00,1/4/2021 0:00,8:00:00,20,829,180,Querétaro - CDMX,TRUE,230.76,Querétaro - CDMX,1264.2,21/01/21 11:09,24/03/21 22:10,4/4/2021 12:04,20/05/21 18:04,8.719173045,15,22/01/21 14:00,28/03/21 19:30,4/4/2021 13:00,20/05/21 19:35,6.520833333,1.690014672,Cuernavaca - Tepoztlán - CDMX ,CDMX - Tepoztlán - Cuernavaca,CDMX - Tepoztlán - Cuernavaca,Querétaro - CDMX
App,2677232,180,1,TRUE,FALSE,8/4/2021 16:14,131786,498574,16100,TRUE,TRUE,16095,498574,1/4/2021 0:00,5/4/2021 0:00,10/4/2021 0:00,1/4/2021 0:00,7:00:00,20,901,180,CDMX - Querétaro,TRUE,231.19,Querétaro - CDMX,1264.2,21/01/21 11:09,4/4/2021 12:04,11/4/2021 19:40,20/05/21 18:04,4.173770258,17,22/01/21 14:00,4/4/2021 13:00,12/4/2021 8:00,20/05/21 19:35,5.75,1.615067019,Cuernavaca - Tepoztlán - CDMX ,CDMX - Tepoztlán - Cuernavaca,Cuernavaca - Tepoztlán - CDMX ,CDMX - Querétaro
App,2680882,200,1,FALSE,FALSE,14/04/21 12:00,131786,504720,17133,TRUE,TRUE,17128,504720,1/4/2021 0:00,12/4/2021 0:00,14/04/21 00:00,1/4/2021 0:00,12:00:00,18,512,200,CDMX - Querétaro,TRUE,231.19,Querétaro - CDMX,1137.0375,21/01/21 11:09,11/4/2021 19:40,17/04/21 13:28,20/05/21 18:04,2.680358237,19,22/01/21 14:00,12/4/2021 8:00,18/04/21 11:40,20/05/21 19:35,2.166666667,-9.44E-05,Cuernavaca - Tepoztlán - CDMX ,Cuernavaca - Tepoztlán - CDMX ,Querétaro - CDMX,CDMX - Querétaro
App,2682931,175,1,TRUE,FALSE,17/04/21 13:28,131786,504877,17139,TRUE,TRUE,17134,504877,1/4/2021 0:00,12/4/2021 0:00,18/04/21 00:00,1/4/2021 0:00,11:40:00,20,406,175,Querétaro - CDMX,TRUE,230.76,Querétaro - CDMX,1280,21/01/21 11:09,14/04/21 12:00,17/04/21 13:31,20/05/21 18:04,3.061645487,20,22/01/21 14:00,14/04/21 12:00,18/04/21 16:15,20/05/21 19:35,3.986111111,0.924371223,Cuernavaca - Tepoztlán - CDMX ,CDMX - Querétaro,CDMX - Tepoztlán - Cuernavaca,Querétaro - CDMX
App,2689201,170,1,TRUE,FALSE,27/04/21 06:41,131786,515236,17753,TRUE,TRUE,17748,515236,1/4/2021 0:00,26/04/21 00:00,27/04/21 00:00,1/4/2021 0:00,7:40:00,20,829,170,Querétaro - CDMX,TRUE,230.76,Querétaro - CDMX,1264.2,21/01/21 11:09,17/04/21 13:31,27/04/21 09:28,20/05/21 18:04,9.715571356,22,22/01/21 14:00,18/04/21 16:15,27/04/21 12:00,20/05/21 19:35,8.642361111,0.040578315,Cuernavaca - Tepoztlán - CDMX ,CDMX - Tepoztlán - Cuernavaca,CDMX - Tepoztlán - Cuernavaca,Querétaro - CDMX
App,2680888,260,2,TRUE,FALSE,14/04/21 12:31,134211,503962,17149,TRUE,TRUE,17147,503962,1/4/2021 0:00,12/4/2021 0:00,15/04/21 00:00,1/4/2021 0:00,5:30:00,20,822,130,CDMX - Tepoztlán - Cuernavaca,TRUE,120.47,Cuernavaca - CDMX,768,14/04/21 12:31,,,14/04/21 12:31,,1,15/04/21 05:30,,,15/04/21 05:30,,0.707620859,CDMX - Tepoztlán - Cuernavaca,,,CDMX - Tepoztlán - Cuernavaca
App,2675415,175,1,TRUE,FALSE,5/4/2021 21:54,136255,495607,16106,TRUE,TRUE,16104,495607,1/4/2021 0:00,5/4/2021 0:00,6/4/2021 0:00,1/4/2021 0:00,6:00:00,20,511,175,Querétaro - CDMX,TRUE,230.76,Querétaro - CDMX,1275,27/12/20 17:30,24/03/21 15:54,6/4/2021 17:39,4/5/2021 17:20,12.25017646,13,28/12/20 06:20,24/03/21 19:35,6/4/2021 19:35,4/5/2021 19:35,12.43402778,0.336964371,Querétaro - CDMX,CDMX - Querétaro,CDMX - Querétaro,Querétaro - CDMX
App,2675931,185,1,TRUE,FALSE,6/4/2021 17:39,136255,496593,16097,TRUE,TRUE,16095,496593,1/4/2021 0:00,5/4/2021 0:00,6/4/2021 0:00,1/4/2021 0:00,19:35:00,18,512,185,CDMX - Querétaro,TRUE,231.19,Querétaro - CDMX,1137.0375,27/12/20 17:30,5/4/2021 21:54,12/4/2021 22:00,4/5/2021 17:20,0.823058089,14,28/12/20 06:20,6/4/2021 6:00,13/04/21 06:50,4/5/2021 19:35,0.565972222,0.079878504,Querétaro - CDMX,Querétaro - CDMX,Querétaro - CDMX,CDMX - Querétaro
App,2679763,175,1,TRUE,FALSE,12/4/2021 22:00,136255,503032,17139,TRUE,TRUE,17137,503032,1/4/2021 0:00,12/4/2021 0:00,13/04/21 00:00,1/4/2021 0:00,6:50:00,18,512,260,Querétaro - CDMX,TRUE,230.76,Querétaro - CDMX,1137.0375,27/12/20 17:30,6/4/2021 17:39,13/04/21 17:10,4/5/2021 17:20,6.181248804,15,28/12/20 06:20,6/4/2021 19:35,13/04/21 19:35,4/5/2021 19:35,6.46875,0.3673797,Querétaro - CDMX,CDMX - Querétaro,CDMX - Querétaro,Querétaro - CDMX
App,2680300,185,1,TRUE,FALSE,13/04/21 17:10,136255,503030,17130,TRUE,TRUE,17128,503030,1/4/2021 0:00,12/4/2021 0:00,13/04/21 00:00,1/4/2021 0:00,19:35:00,18,512,185,CDMX - Querétaro,TRUE,231.19,Querétaro - CDMX,1137.0375,27/12/20 17:30,12/4/2021 22:00,19/04/21 20:24,4/5/2021 17:20,0.798116666,16,28/12/20 06:20,13/04/21 06:50,20/04/21 06:50,4/5/2021 19:35,0.53125,0.100513034,Querétaro - CDMX,Querétaro - CDMX,Querétaro - CDMX,CDMX - Querétaro
App,2684203,260,1,TRUE,FALSE,19/04/21 20:24,136255,509328,17139,TRUE,TRUE,17137,509328,1/4/2021 0:00,19/04/21 00:00,20/04/21 00:00,1/4/2021 0:00,6:50:00,18,512,260,Querétaro - CDMX,TRUE,230.76,Querétaro - CDMX,1137.0375,27/12/20 17:30,13/04/21 17:10,20/04/21 17:08,4/5/2021 17:20,6.134624453,17,28/12/20 06:20,13/04/21 19:35,20/04/21 19:35,4/5/2021 19:35,6.46875,0.43463858,Querétaro - CDMX,CDMX - Querétaro,CDMX - Querétaro,Querétaro - CDMX
